"participant_id","participant_group","age_yrs","edu_year","letterstring_response_id","itemid","alphabet","A","B","C","D","response","rt","cleaned_response","correct_response","correct","stringdist","exclude","exclude_comment"
3959,"adult",17,NA,2251,102,"Latin","c d","c d d","j k","j k k","j   k   k",9450,"j k k","j k k",1,0,"include","include"
3961,"adult",17,NA,2278,102,"Latin","c d","c d d","j k","j k k","j   k   k",13699,"j k k","j k k",1,0,"include","include"
3963,"adult",19,NA,2300,102,"Latin","c d","c d d","j k","j k k","j   k   k",6674,"j k k","j k k",1,0,"include","include"
3964,"adult",20,NA,2345,102,"Latin","c d","c d d","j k","j k k","j   k   k",8703,"j k k","j k k",1,0,"include","include"
3965,"adult",39,NA,2352,102,"Latin","c d","c d d","j k","j k k","j   k   k",12548,"j k k","j k k",1,0,"include","include"
3967,"adult",20,NA,2359,102,"Latin","c d","c d d","j k","j k k","j   k   k",8273,"j k k","j k k",1,0,"include","include"
3966,"adult",19,NA,2364,102,"Latin","c d","c d d","j k","j k k","j   k   k",9209,"j k k","j k k",1,0,"exclude","adult criterion 1: <80% items answered"
3968,"adult",17,NA,2384,102,"Latin","c d","c d d","j k","j k k","k",4641,"k","j k k",0,4,"include","include"
3969,"adult",37,NA,2386,102,"Latin","c d","c d d","j k","j k k","j   k   k",6209,"j k k","j k k",1,0,"include","include"
3971,"adult",19,NA,2412,102,"Latin","c d","c d d","j k","j k k","j   k   k",9873,"j k k","j k k",1,0,"include","include"
3970,"adult",22,NA,2413,102,"Latin","c d","c d d","j k","j k k","j   k   k",9456,"j k k","j k k",1,0,"include","include"
3975,"adult",20,NA,2456,102,"Latin","c d","c d d","j k","j k k","j   k   k",10626,"j k k","j k k",1,0,"include","include"
3977,"adult",25,NA,2464,102,"Latin","c d","c d d","j k","j k k","k",5856,"k","j k k",0,4,"include","include"
3973,"adult",17,NA,2466,102,"Latin","c d","c d d","j k","j k k","j   k   k",7598,"j k k","j k k",1,0,"include","include"
3974,"adult",19,NA,2471,102,"Latin","c d","c d d","j k","j k k","j   k   k",22165,"j k k","j k k",1,0,"include","include"
3953,"adult",33,NA,2473,102,"Latin","c d","c d d","j k","j k k","j   k   k",26270,"j k k","j k k",1,0,"include","include"
3972,"adult",20,NA,2474,102,"Latin","c d","c d d","j k","j k k","j   k   k",18308,"j k k","j k k",1,0,"include","include"
3978,"adult",22,NA,2481,102,"Latin","c d","c d d","j k","j k k","j   k   k",8820,"j k k","j k k",1,0,"include","include"
3982,"adult",22,NA,2498,102,"Latin","c d","c d d","j k","j k k","j   k   k",5859,"j k k","j k k",1,0,"include","include"
3981,"adult",17,NA,2525,102,"Latin","c d","c d d","j k","j k k","k",5093,"k","j k k",0,4,"include","include"
3983,"adult",22,NA,2534,102,"Latin","c d","c d d","j k","j k k","j   k   k",6173,"j k k","j k k",1,0,"include","include"
3976,"adult",27,NA,2535,102,"Latin","c d","c d d","j k","j k k","j   k   k",11555,"j k k","j k k",1,0,"include","include"
3980,"adult",24,NA,2544,102,"Latin","c d","c d d","j k","j k k","j   k   k",14262,"j k k","j k k",1,0,"include","include"
3962,"adult",30,NA,2563,102,"Latin","c d","c d d","j k","j k k","j   k   k",13621,"j k k","j k k",1,0,"include","include"
3985,"adult",31,NA,2604,102,"Latin","c d","c d d","j k","j k k","j   k   k",18166,"j k k","j k k",1,0,"include","include"
3988,"adult",32,NA,2619,102,"Latin","c d","c d d","j k","j k k","j   k   k",6695,"j k k","j k k",1,0,"include","include"
3986,"adult",21,NA,2630,102,"Latin","c d","c d d","j k","j k k","j   k   k",6205,"j k k","j k k",1,0,"include","include"
3984,"adult",23,NA,2641,102,"Latin","c d","c d d","j k","j k k","j   k   k",10172,"j k k","j k k",1,0,"include","include"
3990,"adult",17,NA,2655,102,"Latin","c d","c d d","j k","j k k","j   k   k",11266,"j k k","j k k",1,0,"include","include"
3987,"adult",26,NA,2659,102,"Latin","c d","c d d","j k","j k k","j   k   k",11968,"j k k","j k k",1,0,"include","include"
3992,"adult",33,NA,2667,102,"Latin","c d","c d d","j k","j k k","j   k   k",9270,"j k k","j k k",1,0,"include","include"
3989,"adult",25,NA,2689,102,"Latin","c d","c d d","j k","j k k","k",4437,"k","j k k",0,4,"include","include"
3993,"adult",17,NA,2698,102,"Latin","c d","c d d","j k","j k k","l m m",7823,"l m m","j k k",0,3,"include","include"
3994,"adult",17,NA,2735,102,"Latin","c d","c d d","j k","j k k","j   k   k",11662,"j k k","j k k",1,0,"include","include"
3995,"adult",28,NA,2779,102,"Latin","c d","c d d","j k","j k k","j   k   k",14414,"j k k","j k k",1,0,"include","include"
3998,"adult",24,NA,2785,102,"Latin","c d","c d d","j k","j k k","j   k   k",6707,"j k k","j k k",1,0,"include","include"
3996,"adult",21,NA,2786,102,"Latin","c d","c d d","j k","j k k","j   k   k",13718,"j k k","j k k",1,0,"include","include"
3999,"adult",49,NA,2854,102,"Latin","c d","c d d","j k","j k k","j   k   k",6881,"j k k","j k k",1,0,"include","include"
4000,"adult",39,NA,2883,102,"Latin","c d","c d d","j k","j k k","j   k   k",9399,"j k k","j k k",1,0,"include","include"
4001,"adult",21,NA,2897,102,"Latin","c d","c d d","j k","j k k","k",4853,"k","j k k",0,4,"include","include"
4002,"adult",22,NA,2959,102,"Latin","c d","c d d","j k","j k k","j   k   k",6981,"j k k","j k k",1,0,"include","include"
4003,"adult",22,NA,2980,102,"Latin","c d","c d d","j k","j k k","j   k   k",15619,"j k k","j k k",1,0,"include","include"
4004,"adult",19,NA,2996,102,"Latin","c d","c d d","j k","j k k","j   k   k",6637,"j k k","j k k",1,0,"include","include"
4005,"adult",17,NA,3014,102,"Latin","c d","c d d","j k","j k k","j   k   k",20443,"j k k","j k k",1,0,"include","include"
4007,"adult",24,NA,3041,102,"Latin","c d","c d d","j k","j k k","j   k   k",11879,"j k k","j k k",1,0,"include","include"
4006,"adult",17,NA,3042,102,"Latin","c d","c d d","j k","j k k","j   k   k",16038,"j k k","j k k",1,0,"include","include"
4019,"adult",17,NA,3099,102,"Latin","c d","c d d","j k","j k k","",891,NA,"j k k",0,NA,"exclude","adult criterion 1: <80% items answered"
4020,"adult",33,NA,3111,102,"Latin","c d","c d d","j k","j k k","j   k   k",7740,"j k k","j k k",1,0,"include","include"
4026,"adult",32,NA,3128,102,"Latin","c d","c d d","j k","j k k","j   k   k",12512,"j k k","j k k",1,0,"include","include"
3730,"child",8,4,808,1001,"Latin","a b","a c","g h","g i","g i",35386,"g i","g i",1,0,"include",""
3743,"child",9,5,839,1001,"Latin","a b","a c","g h","g i","g i",12706,"g i","g i",1,0,"include",""
3752,"child",8,5,871,1001,"Latin","a b","a c","g h","g i","g i",16603,"g i","g i",1,0,"include",""
3760,"child",9,5,903,1001,"Latin","a b","a c","g h","g i","g i",22500,"g i","g i",1,0,"include",""
3762,"child",8,5,909,1001,"Latin","a b","a c","g h","g i","g i",13527,"g i","g i",1,0,"include",""
3766,"child",9,5,987,1001,"Latin","a b","a c","g h","g i","g i",17472,"g i","g i",1,0,"include",""
3771,"child",7,4,998,1001,"Latin","a b","a c","g h","g i","g h j",24176,"g h j","g i",0,3,"maybe","answered < 40% of Latin alphabet items correctly"
3772,"child",8,4,1014,1001,"Latin","a b","a c","g h","g i","g i",22387,"g i","g i",1,0,"include",""
3779,"child",8,5,1035,1001,"Latin","a b","a c","g h","g i","g i",8130,"g i","g i",1,0,"include",""
3785,"child",8,5,1048,1001,"Latin","a b","a c","g h","g i","g i",69005,"g i","g i",1,0,"include",""
3790,"child",8,4,1062,1001,"Latin","a b","a c","g h","g i","g i",20945,"g i","g i",1,0,"include",""
3795,"child",8,4,1073,1001,"Latin","a b","a c","g h","g i","k",29220,"k","g i",0,3,"include",""
3798,"child",8,4,1102,1001,"Latin","a b","a c","g h","g i","g i",11766,"g i","g i",1,0,"include",""
3799,"child",8,5,1118,1001,"Latin","a b","a c","g h","g i","g i",7898,"g i","g i",1,0,"include",""
3800,"child",9,5,1128,1001,"Latin","a b","a c","g h","g i","g i",26293,"g i","g i",1,0,"include",""
3801,"child",9,5,1141,1001,"Latin","a b","a c","g h","g i","g i",15103,"g i","g i",1,0,"include",""
3805,"child",8,5,1161,1001,"Latin","a b","a c","g h","g i","k",2934,"k","g i",0,3,"include",""
3803,"child",8,4,1166,1001,"Latin","a b","a c","g h","g i","g i",20571,"g i","g i",1,0,"include",""
3807,"child",8,5,1172,1001,"Latin","a b","a c","g h","g i","g h j",20243,"g h j","g i",0,3,"include",""
3808,"child",8,5,1198,1001,"Latin","a b","a c","g h","g i","g i",22880,"g i","g i",1,0,"include",""
3809,"child",8,5,1209,1001,"Latin","a b","a c","g h","g i","g i",29372,"g i","g i",1,0,"include",""
3813,"child",8,4,1278,1001,"Latin","a b","a c","g h","g i","g i",66785,"g i","g i",1,0,"include",""
3821,"child",9,5,1281,1001,"Latin","a b","a c","g h","g i","g i",10121,"g i","g i",1,0,"include",""
3832,"child",9,5,1314,1001,"Latin","a b","a c","g h","g i","g i",10467,"g i","g i",1,0,"include",""
3831,"child",7,4,1315,1001,"Latin","a b","a c","g h","g i","g i",49253,"g i","g i",1,0,"include",""
3837,"child",9,5,1319,1001,"Latin","a b","a c","g h","g i","g i",13740,"g i","g i",1,0,"include",""
3842,"child",8,4,1359,1001,"Latin","a b","a c","g h","g i","i j",24358,"i j","g i",0,2,"exclude","child criteria 3: skipped >40% items for 1 or more alphabets"
3843,"child",9,5,1372,1001,"Latin","a b","a c","g h","g i","g i",13655,"g i","g i",1,0,"include",""
3844,"child",8,4,1373,1001,"Latin","a b","a c","g h","g i","g i",19823,"g i","g i",1,0,"include",""
3845,"child",9,5,1394,1001,"Latin","a b","a c","g h","g i","g i",62296,"g i","g i",1,0,"maybe","answered < 40% of Latin alphabet items correctly"
3846,"child",7,4,1405,1001,"Latin","a b","a c","g h","g i","g i",20968,"g i","g i",1,0,"include",""
3848,"child",9,5,1455,1001,"Latin","a b","a c","g h","g i","g i",16939,"g i","g i",1,0,"include",""
3862,"child",9,5,1517,1001,"Latin","a b","a c","g h","g i","g i",25893,"g i","g i",1,0,"include",""
3863,"child",8,5,1531,1001,"Latin","a b","a c","g h","g i","g i",12250,"g i","g i",1,0,"include",""
3864,"child",9,5,1545,1001,"Latin","a b","a c","g h","g i","i",8944,"i","g i",0,2,"include",""
3866,"child",9,5,1565,1001,"Latin","a b","a c","g h","g i","",19115,NA,"g i",0,NA,"exclude","child criteria 3: skipped >40% items for 1 or more alphabets"
3865,"child",9,5,1572,1001,"Latin","a b","a c","g h","g i","g i",25626,"g i","g i",1,0,"include",""
3867,"child",8,4,1574,1001,"Latin","a b","a c","g h","g i","g i",33897,"g i","g i",1,0,"include",""
3870,"child",9,5,1580,1001,"Latin","a b","a c","g h","g i","g i",21774,"g i","g i",1,0,"include",""
3871,"child",8,4,1598,1001,"Latin","a b","a c","g h","g i","g i",66821,"g i","g i",1,0,"include",""
3870,"child",9,5,1599,1001,"Latin","a b","a c","g h","g i","g i",12125,"g i","g i",1,0,"include",""
3872,"child",9,5,1605,1001,"Latin","a b","a c","g h","g i","g i",23878,"g i","g i",1,0,"include",""
3873,"child",7,4,1636,1001,"Latin","a b","a c","g h","g i","g i",33062,"g i","g i",1,0,"include",""
3874,"child",7,4,1658,1001,"Latin","a b","a c","g h","g i","g i",33767,"g i","g i",1,0,"include",""
3894,"adult",17,NA,1801,1001,"Latin","ab","ac","gh","g i","g i",5087,"g i","g i",1,0,"exclude","adult criterion 1: <80% items answered"
3895,"adult",17,NA,1818,1001,"Latin","ab","ac","gh","g i","g i",22059,"g i","g i",1,0,"include","include"
3896,"adult",23,NA,1835,1001,"Latin","ab","ac","gh","g i","g i",9321,"g i","g i",1,0,"include","include"
3912,"adult",17,NA,1973,1001,"Latin","a b","a c","g h","g i","g i",21531,"g i","g i",1,0,"include","include"
3916,"adult",17,NA,1990,1001,"Latin","a b","a c","g h","g i","g i",9806,"g i","g i",1,0,"include","include"
3918,"adult",22,NA,2007,1001,"Latin","a b","a c","g h","g i","g i",11052,"g i","g i",1,0,"include","include"
3931,"adult",47,NA,2113,1001,"Latin","a b","a c","g h","g i","g i",6349,"g i","g i",1,0,"include","include"
3932,"adult",23,NA,2130,1001,"Latin","a b","a c","g h","g i","g i",6693,"g i","g i",1,0,"include","include"
3935,"adult",24,NA,2147,1001,"Latin","a b","a c","g h","g i","g i",9623,"g i","g i",1,0,"include","include"
3947,"adult",24,NA,2162,1001,"Latin","a b","a c","g h","g i","g i",9310,"g i","g i",1,0,"include","include"
3948,"adult",24,NA,2171,1001,"Latin","a b","a c","g h","g i","g i",6903,"g i","g i",1,0,"include","include"
3949,"adult",24,NA,2174,1001,"Latin","a b","a c","g h","g i","g i",6438,"g i","g i",1,0,"include","include"
3951,"adult",25,NA,2194,1001,"Latin","a b","a c","g h","g i","g i",5360,"g i","g i",1,0,"exclude","adult criterion 1: <80% items answered"
3950,"adult",30,NA,2195,1001,"Latin","a b","a c","g h","g i","g i",19760,"g i","g i",1,0,"include","include"
3952,"adult",17,NA,2198,1001,"Latin","a b","a c","g h","g i","i",5453,"i","g i",0,2,"include","include"
3956,"adult",17,NA,2228,1001,"Latin","a b","a c","g h","g i","g i",11105,"g i","g i",1,0,"include","include"
3957,"adult",29,NA,2252,1001,"Latin","a b","a c","g h","g i","g i",5680,"g i","g i",1,0,"include","include"
3958,"adult",26,NA,2256,1001,"Latin","a b","a c","g h","g i","i j",5715,"i j","g i",0,2,"exclude","adult criterion 1: <80% items answered"
3959,"adult",17,NA,2260,1001,"Latin","a b","a c","g h","g i","g i",7478,"g i","g i",1,0,"include","include"
3961,"adult",17,NA,2283,1001,"Latin","a b","a c","g h","g i","g i",6233,"g i","g i",1,0,"include","include"
3963,"adult",19,NA,2314,1001,"Latin","a b","a c","g h","g i","g i",9529,"g i","g i",1,0,"include","include"
3964,"adult",20,NA,2360,1001,"Latin","a b","a c","g h","g i","g i",7827,"g i","g i",1,0,"include","include"
3967,"adult",20,NA,2367,1001,"Latin","a b","a c","g h","g i","g i",6841,"g i","g i",1,0,"include","include"
3965,"adult",39,NA,2368,1001,"Latin","a b","a c","g h","g i","g i",11514,"g i","g i",1,0,"include","include"
3966,"adult",19,NA,2376,1001,"Latin","a b","a c","g h","g i","g i",6513,"g i","g i",1,0,"exclude","adult criterion 1: <80% items answered"
3969,"adult",37,NA,2388,1001,"Latin","a b","a c","g h","g i","g i",4936,"g i","g i",1,0,"include","include"
3968,"adult",17,NA,2389,1001,"Latin","a b","a c","g h","g i","g i",10074,"g i","g i",1,0,"include","include"
3971,"adult",19,NA,2422,1001,"Latin","a b","a c","g h","g i","g i",7659,"g i","g i",1,0,"include","include"
3970,"adult",22,NA,2423,1001,"Latin","a b","a c","g h","g i","g i",8868,"g i","g i",1,0,"include","include"
3977,"adult",25,NA,2482,1001,"Latin","a b","a c","g h","g i","g i",14635,"g i","g i",1,0,"include","include"
3975,"adult",20,NA,2483,1001,"Latin","a b","a c","g h","g i","g i",8159,"g i","g i",1,0,"include","include"
3974,"adult",19,NA,2484,1001,"Latin","a b","a c","g h","g i","g i",7368,"g i","g i",1,0,"include","include"
3973,"adult",17,NA,2486,1001,"Latin","a b","a c","g h","g i","g i",15663,"g i","g i",1,0,"include","include"
3978,"adult",22,NA,2493,1001,"Latin","a b","a c","g h","g i","g i",6502,"g i","g i",1,0,"include","include"
3953,"adult",33,NA,2496,1001,"Latin","a b","a c","g h","g i","g i",20264,"g i","g i",1,0,"include","include"
3982,"adult",22,NA,2507,1001,"Latin","a b","a c","g h","g i","g i",5300,"g i","g i",1,0,"include","include"
3972,"adult",20,NA,2509,1001,"Latin","a b","a c","g h","g i","g i",11923,"g i","g i",1,0,"include","include"
3983,"adult",22,NA,2547,1001,"Latin","a b","a c","g h","g i","g i",7413,"g i","g i",1,0,"include","include"
3981,"adult",17,NA,2552,1001,"Latin","a b","a c","g h","g i","g i",16724,"g i","g i",1,0,"include","include"
3976,"adult",27,NA,2564,1001,"Latin","a b","a c","g h","g i","g i",11122,"g i","g i",1,0,"include","include"
3980,"adult",24,NA,2576,1001,"Latin","a b","a c","g h","g i","g i",10504,"g i","g i",1,0,"include","include"
3962,"adult",30,NA,2583,1001,"Latin","a b","a c","g h","g i","g i",8090,"g i","g i",1,0,"include","include"
3988,"adult",32,NA,2640,1001,"Latin","a b","a c","g h","g i","g i",7253,"g i","g i",1,0,"include","include"
3986,"adult",21,NA,2646,1001,"Latin","a b","a c","g h","g i","g i",6590,"g i","g i",1,0,"include","include"
3985,"adult",31,NA,2647,1001,"Latin","a b","a c","g h","g i","g i",25347,"g i","g i",1,0,"include","include"
3984,"adult",23,NA,2665,1001,"Latin","a b","a c","g h","g i","g i",9692,"g i","g i",1,0,"include","include"
3990,"adult",17,NA,2673,1001,"Latin","a b","a c","g h","g i","g i",7177,"g i","g i",1,0,"include","include"
3992,"adult",33,NA,2680,1001,"Latin","a b","a c","g h","g i","g i",4746,"g i","g i",1,0,"include","include"
3987,"adult",26,NA,2686,1001,"Latin","a b","a c","g h","g i","g i",7845,"g i","g i",1,0,"include","include"
3989,"adult",25,NA,2723,1001,"Latin","a b","a c","g h","g i","g i",9235,"g i","g i",1,0,"include","include"
3993,"adult",17,NA,2739,1001,"Latin","a b","a c","g h","g i","g i",12608,"g i","g i",1,0,"include","include"
3994,"adult",17,NA,2762,1001,"Latin","a b","a c","g h","g i","g i",14150,"g i","g i",1,0,"include","include"
3998,"adult",24,NA,2804,1001,"Latin","a b","a c","g h","g i","g i",6602,"g i","g i",1,0,"include","include"
3995,"adult",28,NA,2807,1001,"Latin","a b","a c","g h","g i","g i",7763,"g i","g i",1,0,"include","include"
3996,"adult",21,NA,2808,1001,"Latin","a b","a c","g h","g i","g i",8938,"g i","g i",1,0,"include","include"
3999,"adult",49,NA,2868,1001,"Latin","a b","a c","g h","g i","g i",5648,"g i","g i",1,0,"include","include"
4000,"adult",39,NA,2907,1001,"Latin","a b","a c","g h","g i","g i",7523,"g i","g i",1,0,"include","include"
4001,"adult",21,NA,2909,1001,"Latin","a b","a c","g h","g i","g i",7971,"g i","g i",1,0,"include","include"
4002,"adult",22,NA,2965,1001,"Latin","a b","a c","g h","g i","g i",5847,"g i","g i",1,0,"include","include"
4003,"adult",22,NA,2985,1001,"Latin","a b","a c","g h","g i","g i",17519,"g i","g i",1,0,"include","include"
4004,"adult",19,NA,3000,1001,"Latin","a b","a c","g h","g i","g i",7134,"g i","g i",1,0,"include","include"
4005,"adult",17,NA,3026,1001,"Latin","a b","a c","g h","g i","g i",16923,"g i","g i",1,0,"include","include"
4007,"adult",24,NA,3043,1001,"Latin","a b","a c","g h","g i","g i",7056,"g i","g i",1,0,"include","include"
4006,"adult",17,NA,3046,1001,"Latin","a b","a c","g h","g i","g i",7793,"g i","g i",1,0,"include","include"
4019,"adult",17,NA,3100,1001,"Latin","a b","a c","g h","g i","i h",8540,"i h","g i",0,2,"exclude","adult criterion 1: <80% items answered"
4020,"adult",33,NA,3112,1001,"Latin","a b","a c","g h","g i","g i",8914,"g i","g i",1,0,"include","include"
4026,"adult",32,NA,3129,1001,"Latin","a b","a c","g h","g i","g i",11528,"g i","g i",1,0,"include","include"
3730,"child",8,4,812,1002,"Latin","c d","c c e e","m n","m m o o","m m n n",44784,"m m n n","m m o o",0,2,"include",""
3743,"child",9,5,841,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",28815,"m m o o","m m o o",1,0,"include",""
3752,"child",8,5,873,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",27565,"m m o o","m m o o",1,0,"include",""
3760,"child",9,5,904,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",71774,"m m o o","m m o o",1,0,"include",""
3762,"child",8,5,910,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",9142,"m m o o","m m o o",1,0,"include",""
3766,"child",9,5,988,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",22177,"m m o o","m m o o",1,0,"include",""
3771,"child",7,4,1002,1002,"Latin","c d","c c e e","m n","m m o o","m m n n",60046,"m m n n","m m o o",0,2,"maybe","answered < 40% of Latin alphabet items correctly"
3772,"child",8,4,1015,1002,"Latin","c d","c c e e","m n","m m o o","o o p p",22561,"o o p p","m m o o",0,4,"include",""
3779,"child",8,5,1037,1002,"Latin","c d","c c e e","m n","m m o o","m m e e",23996,"m m e e","m m o o",0,2,"include",""
3785,"child",8,5,1052,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",125144,"m m o o","m m o o",1,0,"include",""
3790,"child",8,4,1064,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",45606,"m m o o","m m o o",1,0,"include",""
3795,"child",8,4,1074,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",25531,"m m o o","m m o o",1,0,"include",""
3798,"child",8,4,1103,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",27444,"m m o o","m m o o",1,0,"include",""
3799,"child",8,5,1120,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",16127,"m m o o","m m o o",1,0,"include",""
3800,"child",9,5,1132,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",40182,"m m o o","m m o o",1,0,"include",""
3801,"child",9,5,1144,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",23020,"m m o o","m m o o",1,0,"include",""
3803,"child",8,4,1173,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",43206,"m m o o","m m o o",1,0,"include",""
3807,"child",8,5,1180,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",52643,"m m o o","m m o o",1,0,"include",""
3808,"child",8,5,1203,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",30463,"m m o o","m m o o",1,0,"include",""
3809,"child",8,5,1211,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",27004,"m m o o","m m o o",1,0,"include",""
3813,"child",8,4,1282,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",78698,"m m o o","m m o o",1,0,"include",""
3821,"child",9,5,1283,1002,"Latin","c d","c c e e","m n","m m o o","m m p p",67813,"m m p p","m m o o",0,2,"include",""
3832,"child",9,5,1317,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",23346,"m m o o","m m o o",1,0,"include",""
3831,"child",7,4,1320,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",53408,"m m o o","m m o o",1,0,"include",""
3837,"child",9,5,1321,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",15918,"m m o o","m m o o",1,0,"include",""
3842,"child",8,4,1363,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",83581,"m m o o","m m o o",1,0,"exclude","child criteria 3: skipped >40% items for 1 or more alphabets"
3843,"child",9,5,1374,1002,"Latin","c d","c c e e","m n","m m o o","m m n",34575,"m m n","m m o o",0,3,"include",""
3844,"child",8,4,1375,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",33731,"m m o o","m m o o",1,0,"include",""
3845,"child",9,5,1397,1002,"Latin","c d","c c e e","m n","m m o o","m m n n",33090,"m m n n","m m o o",0,2,"maybe","answered < 40% of Latin alphabet items correctly"
3846,"child",7,4,1411,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",53097,"m m o o","m m o o",1,0,"include",""
3848,"child",9,5,1457,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",41088,"m m o o","m m o o",1,0,"include",""
3862,"child",9,5,1518,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",33562,"m m o o","m m o o",1,0,"include",""
3863,"child",8,5,1534,1002,"Latin","c d","c c e e","m n","m m o o","m m p p",40586,"m m p p","m m o o",0,2,"include",""
3864,"child",9,5,1546,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",30210,"m m o o","m m o o",1,0,"include",""
3867,"child",8,4,1577,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",49461,"m m o o","m m o o",1,0,"include",""
3865,"child",9,5,1578,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",60375,"m m o o","m m o o",1,0,"include",""
3870,"child",9,5,1581,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",34766,"m m o o","m m o o",1,0,"include",""
3872,"child",9,5,1606,1002,"Latin","c d","c c e e","m n","m m o o","m o o",22716,"m o o","m m o o",0,2,"include",""
3871,"child",8,4,1616,1002,"Latin","c d","c c e e","m n","m m o o","m m o",198150,"m m o","m m o o",0,2,"include",""
3873,"child",7,4,1639,1002,"Latin","c d","c c e e","m n","m m o o","n n p p",27330,"n n p p","m m o o",0,4,"include",""
3874,"child",7,4,1664,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",75833,"m m o o","m m o o",1,0,"include",""
3894,"adult",17,NA,1802,1002,"Latin","c d","ccee","mn","m m o o","m m o o",17285,"m m o o","m m o o",1,0,"exclude","adult criterion 1: <80% items answered"
3895,"adult",17,NA,1819,1002,"Latin","c d","ccee","mn","m m o o","m m o o",19969,"m m o o","m m o o",1,0,"include","include"
3896,"adult",23,NA,1836,1002,"Latin","c d","ccee","mn","m m o o","m m o o",8196,"m m o o","m m o o",1,0,"include","include"
3912,"adult",17,NA,1974,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",19697,"m m o o","m m o o",1,0,"include","include"
3916,"adult",17,NA,1991,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",18676,"m m o o","m m o o",1,0,"include","include"
3918,"adult",22,NA,2008,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",10887,"m m o o","m m o o",1,0,"include","include"
3931,"adult",47,NA,2114,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",10166,"m m o o","m m o o",1,0,"include","include"
3932,"adult",23,NA,2131,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",15321,"m m o o","m m o o",1,0,"include","include"
3935,"adult",24,NA,2148,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",13209,"m m o o","m m o o",1,0,"include","include"
3947,"adult",24,NA,2164,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",8284,"m m o o","m m o o",1,0,"include","include"
3948,"adult",24,NA,2175,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",16045,"m m o o","m m o o",1,0,"include","include"
3949,"adult",24,NA,2176,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",7209,"m m o o","m m o o",1,0,"include","include"
3951,"adult",25,NA,2196,1002,"Latin","c d","c c e e","m n","m m o o","m m n n",5142,"m m n n","m m o o",0,2,"exclude","adult criterion 1: <80% items answered"
3950,"adult",30,NA,2200,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",13359,"m m o o","m m o o",1,0,"include","include"
3952,"adult",17,NA,2206,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",15160,"m m o o","m m o o",1,0,"include","include"
3956,"adult",17,NA,2232,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",16634,"m m o o","m m o o",1,0,"include","include"
3957,"adult",29,NA,2255,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",8420,"m m o o","m m o o",1,0,"include","include"
3958,"adult",26,NA,2264,1002,"Latin","c d","c c e e","m n","m m o o","o o p p",18696,"o o p p","m m o o",0,4,"exclude","adult criterion 1: <80% items answered"
3959,"adult",17,NA,2268,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",12795,"m m o o","m m o o",1,0,"include","include"
3961,"adult",17,NA,2285,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",8438,"m m o o","m m o o",1,0,"include","include"
3963,"adult",19,NA,2320,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",10466,"m m o o","m m o o",1,0,"include","include"
3964,"adult",20,NA,2362,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",9409,"m m o o","m m o o",1,0,"include","include"
3967,"adult",20,NA,2371,1002,"Latin","c d","c c e e","m n","m m o o","m m o o",9584,"m m o o","m m o o",1,0,"include","include"
